	mid	name	score	types	is_food	is_dish	is_beverage	is_ingredient
/m/01fs6v	/m/01fs6v	Borscht	2154.0	Dish,Food	1	1	0	0
/m/014hvd	/m/014hvd	Long Island Iced Tea	2147.5849625	Beverage,Dish	0	1	1	0
/m/08l5vh	/m/08l5vh	Chips Ahoy!	2139.5849625	Dish	0	1	0	0
/m/0gdsj	/m/0gdsj	Aioli	2108.5849625	Dish,Food	1	1	0	0
/m/02l9ml	/m/02l9ml	Tarte Tatin	2083.5849625	Dish,Food	1	1	0	0
/m/0gxwm0	/m/0gxwm0	Peanut butter cookie	2080.5849625	Dish,Food	1	1	0	0
/m/01npvx	/m/01npvx	Chow mein	2077.5849625	Dish,Food	1	1	0	0
/m/08myc3	/m/08myc3	Kofta	2076.169925	Dish,Food	1	1	0	0
/m/04dkzb	/m/04dkzb	Bak kut teh	2072.5849625	Dish,Food	1	1	0	0
/m/02fw59	/m/02fw59	Turkish coffee	2072.0	Beverage,Dish	0	1	1	0
/m/034xzm	/m/034xzm	Risotto	2065.5849625	Dish,Food	1	1	0	0
/m/04c9vm	/m/04c9vm	Capicola	2054.5849625	Dish,Food	1	1	0	0
/m/018kx9	/m/018kx9	Takoyaki	2051.5849625	Dish,Food	1	1	0	0
/m/0l6sg	/m/0l6sg	Breakfast cereal	2049.39231742	Dish,Food	1	1	0	0
/m/068hbh	/m/068hbh	Porchetta	2047.5849625	Dish,Food	1	1	0	0
/m/0l_sx	/m/0l_sx	Head cheese	2028.5849625	Dish,Food	1	1	0	0
/m/012xzr	/m/012xzr	Tempura	2016.5849625	Dish,Food	1	1	0	0
/m/03gzlp	/m/03gzlp	Rice pudding	2013.5849625	Dish,Food	1	1	0	0
/m/04knj_	/m/04knj_	Saganaki	2005.0	Dish	0	1	0	0
/m/020hpy	/m/020hpy	Lebkuchen	2003.5849625	Dish,Food	1	1	0	0
/m/091qsl	/m/091qsl	Green curry	1983.5849625	Dish,Food	1	1	0	0
/m/02q6v0_	/m/02q6v0_	Sugarcane juice	1982.5849625	Dish,Food	1	1	0	0
/m/01qq3s	/m/01qq3s	Fajita	1982.5849625	Dish,Food	1	1	0	0
/m/04bh7b	/m/04bh7b	Stollen	1976.5849625	Dish,Food	1	1	0	0
/m/024v9t	/m/024v9t	Cosmopolitan (Beverage)	1973.5849625	Beverage,Dish	0	1	1	0
/m/04jm3v	/m/04jm3v	Egg roll	1971.5849625	Dish,Food	1	1	0	0
/m/0cklk	/m/0cklk	Pea soup	1963.5849625	Dish,Food	1	1	0	0
/m/056y0l	/m/056y0l	Berliner	1960.5849625	Dish,Food	1	1	0	0
/m/0djhcg	/m/0djhcg	Green bean casserole	1952.169925	Dish,Food	1	1	0	0
/m/04hmk8	/m/04hmk8	Burrata	1937.0	Dish,Food	1	1	0	0
/m/0659_7	/m/0659_7	Baozi	1924.5849625	Dish,Food	1	1	0	0
/m/02_ty7	/m/02_ty7	Corn dog	1911.5849625	Dish,Food	1	1	0	0
/m/0dwn8	/m/0dwn8	Pickled cucumber	1902.5849625	Dish,Food	1	1	0	0
/m/0brh6k	/m/0brh6k	Yule log	1895.5849625	Dish,Food	1	1	0	0
/m/05rrpw	/m/05rrpw	Charoset	1892.0	Dish	0	1	0	0
/m/03dnxh	/m/03dnxh	White bread	1885.5849625	Dish,Food	1	1	0	0
/m/02pjqs	/m/02pjqs	Ristretto	1885.0	Beverage,Dish,Food	1	1	1	0
/m/05737b	/m/05737b	Stracciatella	1869.169925	Dish,Food	1	1	0	0
/m/0fn3z	/m/0fn3z	Calamondin	1866.4918530999998	Dish	0	1	0	0
/m/03w204	/m/03w204	Gulab jamun	1864.5849625	Dish,Food	1	1	0	0
/m/02hr6d	/m/02hr6d	Mapo doufu	1855.5849625	Dish,Food	1	1	0	0
/m/040jw7	/m/040jw7	SpaghettiOs	1852.169925	Dish,Food	1	1	0	0
/m/03pvjd	/m/03pvjd	Irish stew	1830.169925	Dish,Food	1	1	0	0
/m/03cg_q	/m/03cg_q	Calzone	1826.5849625	Dish,Food	1	1	0	0
/m/01nr8v	/m/01nr8v	Yum cha	1825.0	Dish	0	1	0	0
/m/02q9nc	/m/02q9nc	Rogan josh	1815.5849625	Dish,Food	1	1	0	0
/m/01pmj8	/m/01pmj8	Scone	1815.04439412	Dish,Food	1	1	0	0
/m/05d3wv	/m/05d3wv	Kaiser roll	1809.5849625	Dish,Food	1	1	0	0
/m/02v__r2	/m/02v__r2	Pirlo	1804.5849625	Beverage,Dish	0	1	1	0
/m/0gj9rzv	/m/0gj9rzv	Cordon bleu	1786.169925	Dish,Food	1	1	0	0
/m/024jj	/m/024jj	Cuba Libre	1784.5849625	Beverage,Dish	0	1	1	0
/m/0c6lc	/m/0c6lc	Mortadella	1782.5849625	Dish,Food	1	1	0	0
/m/06x661	/m/06x661	Puri (Indian Dish)	1779.22881869	Dish,Food	1	1	0	0
/m/0dh5wk	/m/0dh5wk	Apas	1774.5849625	Dish,Food	1	1	0	0
/m/0134kz	/m/0134kz	Zabaione	1773.5849625	Dish,Food	1	1	0	0
/m/01l5h4	/m/01l5h4	Souvlaki	1766.5849625	Dish,Food	1	1	0	0
/m/066gx0	/m/066gx0	Papadum	1766.169925	Dish,Food	1	1	0	0
/m/07xjdg	/m/07xjdg	Crab cake	1761.5849625	Dish,Food	1	1	0	0
/m/0fppz4	/m/0fppz4	Sweet potato pie	1753.5849625	Dish,Food	1	1	0	0
/m/03qt4l	/m/03qt4l	Shabu-shabu	1752.5849625	Dish,Food	1	1	0	0
/m/01pmk3	/m/01pmk3	Clotted cream	1727.5849625	Dish,Food	1	1	0	0
/m/01n2x4	/m/01n2x4	Tuna salad	1718.0	Dish	0	1	0	0
/m/0f99t	/m/0f99t	Tonkatsu	1713.5849625	Dish,Food	1	1	0	0
/m/074fbz	/m/074fbz	Chicken tikka	1705.5849625	Dish,Food	1	1	0	0
/m/06w6c0	/m/06w6c0	Sinigang	1701.5849625	Dish,Food	1	1	0	0
/m/03cyls	/m/03cyls	Pumpernickel	1697.8579809999999	Dish,Food	1	1	0	0
/m/0gzxy_	/m/0gzxy_	Pasta salad	1687.5849625	Dish,Food	1	1	0	0
/m/04cwm2	/m/04cwm2	Arbroath smokie	1675.5849625	Dish,Food	1	1	0	0
/m/027xmcf	/m/027xmcf	Salad dressing spread	1673.5849625	Dish,Food	1	1	0	0
/m/01myc4	/m/01myc4	Moscow mule	1648.169925	Beverage,Dish	0	1	1	0
/m/02qfz3v	/m/02qfz3v	Ward 8	1632.5849625	Beverage,Dish	0	1	1	0
/m/046b30	/m/046b30	Salisbury steak	1622.0	Dish,Food	1	1	0	0
/m/060ck9	/m/060ck9	Chaat	1606.9068906	Dish,Food	1	1	0	0
/m/05c0k0	/m/05c0k0	Appletini	1595.169925	Beverage,Dish	0	1	1	0
/m/07tyc5	/m/07tyc5	Frittata	1590.5849625	Dish,Food	1	1	0	0
/m/0410ztm	/m/0410ztm	Chile Relleno	1586.5849625	Dish,Food	1	1	0	0
/m/03g917	/m/03g917	Bibimbap	1581.5849625	Dish,Food	1	1	0	0
/m/0gn3qc	/m/0gn3qc	Ramos gin fizz	1579.5849625	Beverage,Dish	0	1	1	0
/m/030zsj	/m/030zsj	Pastrami	1577.5849625	Dish,Food	1	1	0	0
/m/0b4cfx	/m/0b4cfx	Eggplant parmesan	1574.0	Dish	0	1	0	0
/m/0d18t1	/m/0d18t1	Israeli salad	1558.5849625	Dish,Food	1	1	0	0
/m/0946kz	/m/0946kz	Appam	1547.5849625	Dish,Food	1	1	0	0
/m/092hlb	/m/092hlb	Nasi goreng	1546.169925	Dish,Food	1	1	0	0
/m/0848hd	/m/0848hd	Sofrito	1544.5849625	Dish,Food	1	1	0	0
/m/01lcvq	/m/01lcvq	Northern Gannet	1530.32192809	Dish	0	1	0	0
/m/0cjtln	/m/0cjtln	Pulled pork	1530.169925	Dish,Food	1	1	0	0
/m/03cbl9_	/m/03cbl9_	Thai curry	1526.5849625	Dish,Food	1	1	0	0
/m/025tm_k	/m/025tm_k	Instant noodles	1526.5849625	Dish,Food	1	1	0	0
/m/04fp11	/m/04fp11	Deviled egg	1525.169925	Dish,Food	1	1	0	0
/m/0dz0lt	/m/0dz0lt	Tyrolean Speck	1512.5849625	Dish,Food	1	1	0	0
/m/04g0lp	/m/04g0lp	Apple strudel	1511.5849625	Dish,Food	1	1	0	0
/m/0985p5	/m/0985p5	Carnitas	1510.5849625	Dish,Food	1	1	0	0
/m/033xk7	/m/033xk7	Saag	1501.5849625	Dish,Food	1	1	0	0
/m/01s9wq	/m/01s9wq	Refried beans	1476.99435344	Dish,Food	1	1	0	0
/m/03jz5b	/m/03jz5b	Bhelpuri	1473.5849625	Dish,Food	1	1	0	0
/m/027kl1	/m/027kl1	Ice cream cone	1470.5849625	Dish,Food	1	1	0	0
/m/08zj5m	/m/08zj5m	Unagi	1469.5849625	Dish,Food	1	1	0	0
/m/01qt6f	/m/01qt6f	Sidecar	1463.5849625	Beverage,Dish	0	1	1	0
/m/0h0yw1	/m/0h0yw1	Panzanella	1462.5849625	Dish,Food	1	1	0	0
/m/01ppyt	/m/01ppyt	Bhang	1461.5849625	Dish,Food	1	1	0	0
/m/07s7dz	/m/07s7dz	Char siu	1461.169925	Dish,Food	1	1	0	0
/m/04d8s2	/m/04d8s2	Char kway teow	1460.5849625	Dish,Food	1	1	0	0
/m/03sw1s	/m/03sw1s	Lox	1447.5849625	Dish,Food	1	1	0	0
/m/0269z0d	/m/0269z0d	Panta bhat	1446.5849625	Dish,Food	1	1	0	0
/m/07nlyz	/m/07nlyz	Spaghetti alla puttanesca	1441.169925	Dish,Food	1	1	0	0
/m/078n1s	/m/078n1s	Rasam	1434.169925	Dish,Food	1	1	0	0
/m/08jhp4	/m/08jhp4	Xiaolongbao	1433.5849625	Dish,Food	1	1	0	0
/m/02hgbm	/m/02hgbm	Rendang	1433.5849625	Dish	0	1	0	0
/m/02sp32	/m/02sp32	Escargot	1431.94251451	Dish,Food	1	1	0	0
/m/0m2yl	/m/0m2yl	Oden	1427.5849625	Dish,Food	1	1	0	0
/m/03ldyd	/m/03ldyd	Pozole	1417.5849625	Dish,Food	1	1	0	0
/m/01syx2	/m/01syx2	XO sauce	1416.5849625	Dish,Food	1	1	0	0
/m/02bbz9	/m/02bbz9	Shawarma	1409.9068906	Dish,Food	1	1	0	0
/m/03ydd_t	/m/03ydd_t	Neapolitan cuisine	1404.5849625	Dish,Food	1	1	0	0
/m/0708sy	/m/0708sy	Duck confit	1403.5849625	Dish,Food	1	1	0	0
/m/026yhg	/m/026yhg	Egg salad	1400.5849625	Dish,Food	1	1	0	0
/m/0502pq	/m/0502pq	Muffuletta	1392.5849625	Dish,Food	1	1	0	0
/m/01zl9v	/m/01zl9v	Zeppole	1374.5849625	Dish,Food	1	1	0	0
/m/09s3w	/m/09s3w	Bangers and mash	1372.5849625	Dish,Food	1	1	0	0
/m/07s41z	/m/07s41z	Latte macchiato	1365.0	Beverage,Dish,Food	1	1	1	0
/m/01r2v1	/m/01r2v1	Sukiyaki	1362.5849625	Dish,Food	1	1	0	0
/m/0152cj	/m/0152cj	Melba toast	1354.0	Dish,Food	1	1	0	0
/m/0d9wty	/m/0d9wty	Black Forest ham	1348.5849625	Dish,Food	1	1	0	0
/m/03dyz	/m/03dyz	Gin and tonic	1338.5849625	Beverage,Dish	0	1	1	0
/m/06x6d7	/m/06x6d7	Paratha	1328.5849625	Dish,Food	1	1	0	0
/m/01c5nc	/m/01c5nc	Waldorf salad	1312.5849625	Dish	0	1	0	0
/m/01d3ry	/m/01d3ry	Tortilla de patatas	1307.5849625	Dish,Food	1	1	0	0
/m/025dhq	/m/025dhq	Mooncake	1300.5849625	Dish,Food	1	1	0	0
/m/02q_6k_	/m/02q_6k_	Spritz	1300.169925	Beverage,Dish	0	1	1	0
/m/0416b0	/m/0416b0	Bolognese sauce	1298.5849625	Dish,Food	1	1	0	0
/m/040cm2	/m/040cm2	Kaiseki	1292.5849625	Dish,Food	1	1	0	0
/m/02pcnz	/m/02pcnz	Weisswurst	1272.5849625	Dish,Food	1	1	0	0
/m/06zq8mq	/m/06zq8mq	Barbecue chicken	1271.0	Dish	0	1	0	0
/m/02g3bz	/m/02g3bz	Quesadilla	1247.5849625	Dish,Food	1	1	0	0
/m/04k91v	/m/04k91v	Madeleine (French Dish)	1247.5849625	Dish,Food	1	1	0	0
/m/06jsyl	/m/06jsyl	Arròs negre	1232.5849625	Dish,Food	1	1	0	0
/m/06hf0n	/m/06hf0n	Filipino food	1224.33985	Dish	0	1	0	0
/m/05n91pt	/m/05n91pt	Amaretto Sour	1210.5849625	Beverage,Dish	0	1	1	0
/m/02267k	/m/02267k	Scotch egg	1210.32192809	Dish,Food	1	1	0	0
/m/05dh_0	/m/05dh_0	Gado-gado	1209.32192809	Dish	0	1	0	0
/m/03wc6th	/m/03wc6th	Ribollita	1207.5849625	Dish,Food	1	1	0	0
/m/068dr1	/m/068dr1	Barbacoa	1205.5849625	Dish,Food	1	1	0	0
/m/02c5nq	/m/02c5nq	Paan	1203.5849625	Dish,Food	1	1	0	0
/m/03lcgp	/m/03lcgp	Balut	1187.7548875	Dish,Food	1	1	0	0
/m/0249gb	/m/0249gb	Tom kha kai	1181.5849625	Dish,Food	1	1	0	0
/m/0hw1x	/m/0hw1x	Chop suey	1174.5849625	Dish,Food	1	1	0	0
/m/03gywp	/m/03gywp	Churrasco food	1173.0	Dish,Food	1	1	0	0
/m/02g3h_	/m/02g3h_	Congee	1171.39231742	Dish,Food	1	1	0	0
/m/07ns47	/m/07ns47	Börek	1165.169925	Dish,Food	1	1	0	0
/m/0b1lk	/m/0b1lk	Cannoli	1152.5849625	Dish,Food	1	1	0	0
/m/08k870	/m/08k870	Sticky toffee pudding	1150.5849625	Dish,Food	1	1	0	0
/m/026my0h	/m/026my0h	Vesper	1147.169925	Beverage,Dish	0	1	1	0
/m/03yc7l	/m/03yc7l	Menudo (Mexican Dish)	1144.5849625	Dish,Food	1	1	0	0
/m/04dl0k	/m/04dl0k	Cabbage roll	1139.5849625	Dish,Food	1	1	0	0
/m/0gth6	/m/0gth6	Trifle	1135.5849625	Dish,Food	1	1	0	0
/m/04y571	/m/04y571	Kasha	1133.0	Dish	0	1	0	0
/m/0btmnp	/m/0btmnp	Pasta e fagioli	1131.5849625	Dish,Food	1	1	0	0
/m/088kg2	/m/088kg2	Oysters Rockefeller	1127.5849625	Dish,Food	1	1	0	0
/m/02kps5	/m/02kps5	Hash	1127.5849625	Dish,Food	1	1	0	0
/m/07x7yj	/m/07x7yj	Pancit	1126.5849625	Dish,Food	1	1	0	0
/m/037lls	/m/037lls	Red curry	1126.0	Dish	0	1	0	0
/m/022drf	/m/022drf	Paczki	1125.5849625	Dish,Food	1	1	0	0
/m/09448n	/m/09448n	Lo mein	1121.5849625	Dish,Food	1	1	0	0
/m/059jcr	/m/059jcr	Chimichanga	1119.5849625	Dish,Food	1	1	0	0
/m/056cvdf	/m/056cvdf	Piccata	1114.5849625	Dish,Food	1	1	0	0
/m/0fg66_	/m/0fg66_	Vada	1112.5849625	Dish,Food	1	1	0	0
/m/0dfv36	/m/0dfv36	Irish Car Bomb	1112.169925	Beverage,Dish	0	1	1	0
/m/06yl6f	/m/06yl6f	Verjuice	1102.5849625	Dish,Food	1	1	0	0
/m/02cs5j	/m/02cs5j	Zongzi	1097.5849625	Dish,Food	1	1	0	0
/m/05b0gp	/m/05b0gp	Ganache	1097.5849625	Dish,Food	1	1	0	0
/m/09g7kt	/m/09g7kt	Lemon chicken	1094.5849625	Dish,Food	1	1	0	0
/m/03ztrj	/m/03ztrj	Kir	1094.5849625	Beverage,Dish	0	1	1	0
/m/03h_pc	/m/03h_pc	Hot toddy	1093.0	Beverage,Dish,Food	1	1	1	0
/m/017mgr	/m/017mgr	Zombie (Beverage)	1088.5849625	Beverage,Dish	0	1	1	0
/m/07n6j3	/m/07n6j3	Étouffée	1080.28540222	Dish,Food	1	1	0	0
/m/04gs17	/m/04gs17	Mimosa (Beverage)	1076.5849625	Beverage,Dish	0	1	1	0
/m/04dct7	/m/04dct7	Hokkien mee	1066.5849625	Dish,Food	1	1	0	0
/m/057fnh	/m/057fnh	Yusheng	1065.5849625	Dish,Food	1	1	0	0
/m/0blbtf	/m/0blbtf	Springerle	1065.5849625	Dish,Food	1	1	0	0
/m/04ct4	/m/04ct4	Kipper (Scottish Dish)	1061.67242534	Dish,Food	1	1	0	0
/m/055vs5	/m/055vs5	Chocolate pudding	1053.5849625	Dish,Food	1	1	0	0
/m/09vbsy	/m/09vbsy	Tangyuan	1051.5849625	Dish,Food	1	1	0	0
/m/03b6lj	/m/03b6lj	Crumpet	1049.5849625	Dish,Food	1	1	0	0
/m/04f5b3b	/m/04f5b3b	Blacks Outdoor Retail	1048.5849625	Dish	0	1	0	0
/m/03xb2j	/m/03xb2j	Black and Tan	1047.5849625	Beverage,Dish	0	1	1	0
/m/02ln79	/m/02ln79	Yakisoba	1042.5849625	Dish,Food	1	1	0	0
/m/026khh	/m/026khh	Turrón	1042.5849625	Dish,Food	1	1	0	0
/m/02fvnn	/m/02fvnn	Toad in the hole	1036.5849625	Dish,Food	1	1	0	0
/m/04yq8v	/m/04yq8v	Cholent	1035.5849625	Dish,Food	1	1	0	0
/m/065pt4	/m/065pt4	Kibbeh	1027.5849625	Dish,Food	1	1	0	0
/m/06bm31	/m/06bm31	Vodka martini	1026.5849625	Beverage,Dish	0	1	1	0
/m/05nt1k	/m/05nt1k	Currywurst	1022.0	Dish,Food	1	1	0	0
/m/06rvrg	/m/06rvrg	Lechon	1021.5849625	Dish,Food	1	1	0	0
/m/02vvftv	/m/02vvftv	Crudo	1013.5849625	Dish,Food	1	1	0	0
/m/02cgkx	/m/02cgkx	Weet-Bix	1012.9068906	Dish,Food	1	1	0	0
/m/02ptk12	/m/02ptk12	Pegu Club	994.5849625010001	Beverage,Dish	0	1	1	0
/m/03bkq8	/m/03bkq8	Bakewell tart	993.5849625010001	Dish,Food	1	1	0	0
/m/08gyzm	/m/08gyzm	Japchae	992.5849625010001	Dish,Food	1	1	0	0
/m/071xbs	/m/071xbs	Pav Bhaji	987.5849625010001	Dish,Food	1	1	0	0
/m/0824x7	/m/0824x7	Hot and sour soup	985.5849625010001	Dish,Food	1	1	0	0
/m/01kf7f	/m/01kf7f	Ratatouille (French Dish)	984.5849625010001	Dish,Food	1	1	0	0
/m/012xb8	/m/012xb8	Nabemono	984.5849625010001	Dish,Food	1	1	0	0
/m/03k77d	/m/03k77d	Baked Alaska	983.5849625010001	Dish,Food	1	1	0	0
/m/02fc5l	/m/02fc5l	Buckfast Tonic Wine	981.5849625010001	Beverage,Dish	0	1	1	0
/m/0gk3_	/m/0gk3_	Ortolan Bunting	977.906890596	Dish,Food	1	1	0	0
/m/047t99	/m/047t99	Sauerbraten	976.5849625010001	Dish,Food	1	1	0	0
/m/04d4tf	/m/04d4tf	Kugel	971.5849625010001	Dish,Food	1	1	0	0
/m/02133g	/m/02133g	Grog	968.0	Beverage,Dish	0	1	1	0
/m/06lgcb	/m/06lgcb	Halo-halo	947.5849625010001	Dish,Food	1	1	0	0
/m/067wdb	/m/067wdb	Chicharrón	947.5849625010001	Dish,Food	1	1	0	0
/m/07_rcy	/m/07_rcy	Tequila Sunrise	939.169925001	Beverage,Dish	0	1	1	0
/m/0282k2z	/m/0282k2z	Tamagoyaki	929.5849625010001	Dish,Food	1	1	0	0
/m/07w863	/m/07w863	Rugelach	929.5849625010001	Dish,Food	1	1	0	0
/m/07w4fs	/m/07w4fs	Karahi	929.5849625010001	Dish,Food	1	1	0	0
/m/02vqscp	/m/02vqscp	Bicol Express	927.5849625010001	Dish,Food	1	1	0	0
/m/06dksw	/m/06dksw	Callaloo (Dish)	914.0	Dish	0	1	0	0
/m/01dgb6	/m/01dgb6	Palm wine	907.0	Dish	0	1	0	0
/m/02jvms	/m/02jvms	Empanada	900.5849625010001	Dish,Food	1	1	0	0
/m/02rhy8s	/m/02rhy8s	Sex on the Beach	896.5849625010001	Beverage,Dish	0	1	1	0
/m/02377q	/m/02377q	Roti canai	896.5849625010001	Dish,Food	1	1	0	0
/m/0766x_	/m/0766x_	Spam musubi	895.5849625010001	Dish,Food	1	1	0	0
/m/01wydv	/m/01wydv	Beignet	894.5849625010001	Dish,Food	1	1	0	0
/m/03vfk9	/m/03vfk9	Aloo gobi	891.5849625010001	Dish,Food	1	1	0	0
/m/0cjmb8	/m/0cjmb8	Genoa salami	888.5849625010001	Dish,Food	1	1	0	0
/m/04jv11	/m/04jv11	Velouté sauce	879.5849625010001	Dish,Food	1	1	0	0
/m/03cpzmn	/m/03cpzmn	Rosca de reyes	864.5849625010001	Dish,Food	1	1	0	0
/m/02w6jk	/m/02w6jk	Sponge cake	859.5849625010001	Dish,Food	1	1	0	0
/m/04vdvm	/m/04vdvm	Panipuri	859.5849625010001	Dish,Food	1	1	0	0
/m/02vzw5	/m/02vzw5	Granita	854.5849625010001	Dish,Food	1	1	0	0
/m/0m4z8	/m/0m4z8	Chilaquiles	853.5849625010001	Dish,Food	1	1	0	0
/m/08m24m	/m/08m24m	Cacciatore	842.5849625010001	Dish,Food	1	1	0	0
/m/06lyj	/m/06lyj	Rob Roy (Beverage)	842.169925001	Beverage,Dish	0	1	1	0
/m/02m16_	/m/02m16_	Ostrich Fern	834.321928095	Dish,Food	1	1	0	0
/m/0658q_	/m/0658q_	Tapenade	827.5849625010001	Dish,Food	1	1	0	0
/m/0h550x	/m/0h550x	Harry Craddock	821.169925001	Dish	0	1	0	0
/m/09459r	/m/09459r	Puttu	820.5849625010001	Dish,Food	1	1	0	0
/m/04__ll	/m/04__ll	Buttery	813.5849625010001	Dish,Food	1	1	0	0
/m/027j7r_	/m/027j7r_	Dobos torte	811.5849625010001	Dish,Food	1	1	0	0
/m/02zl7n	/m/02zl7n	Avgolemono	810.5849625010001	Dish,Food	1	1	0	0
/m/02tn68	/m/02tn68	Macaroon	809.5849625010001	Dish,Food	1	1	0	0
/m/04b8t	/m/04b8t	Kvass	809.0	Dish,Food	1	1	0	0
/m/09693d	/m/09693d	Pumpkin bread	808.5849625010001	Dish,Food	1	1	0	0
/m/09q84z	/m/09q84z	Italian dressing	808.5849625010001	Dish,Food	1	1	0	0
/m/02yhx6	/m/02yhx6	Lavash	806.0	Dish,Food	1	1	0	0
/m/06cyff	/m/06cyff	Cinzano	804.807354922	Dish,Food	1	1	0	0
/m/08wcf_	/m/08wcf_	Arroz con pollo	803.5849625010001	Dish,Food	1	1	0	0
/m/0352wl	/m/0352wl	Green sauce	799.5849625010001	Dish,Food	1	1	0	0
/m/01rk9j	/m/01rk9j	Gefilte fish	799.0	Dish	0	1	0	0
/m/03cpkpj	/m/03cpkpj	Flourless chocolate cake	796.5849625010001	Dish,Food	1	1	0	0
/m/0h3c45	/m/0h3c45	Khichdi	789.5849625010001	Dish,Food	1	1	0	0
/m/04wg4d	/m/04wg4d	Orange chicken	787.5849625010001	Dish,Food	1	1	0	0
/m/03w96sg	/m/03w96sg	Tuna casserole	782.5849625010001	Dish,Food	1	1	0	0
/m/04377b	/m/04377b	Bresaola	782.5849625010001	Dish,Food	1	1	0	0
/m/03bx3wh	/m/03bx3wh	Corn on the cob	778.0	Dish	0	1	0	0
/m/083l19	/m/083l19	Mattar paneer	765.5849625010001	Dish,Food	1	1	0	0
/m/02px6	/m/02px6	Espagnole sauce	764.5849625010001	Dish,Food	1	1	0	0
/m/027z8f4	/m/027z8f4	Flattened rice	759.5849625010001	Dish,Food	1	1	0	0
/m/02pp8n1	/m/02pp8n1	Pincho	758.5849625010001	Dish,Food	1	1	0	0
/m/08d531	/m/08d531	Egg drop soup	758.5849625010001	Dish,Food	1	1	0	0
/m/067b4q	/m/067b4q	Swiss roll	757.5849625010001	Dish,Food	1	1	0	0
/m/03myzy	/m/03myzy	Upma	754.5849625010001	Dish,Food	1	1	0	0
/m/02t1pr	/m/02t1pr	Arak (Lebanese Dish)	753.906890596	Beverage,Dish,Food	1	1	1	0
/m/09g7js	/m/09g7js	Moo shu pork	746.169925001	Dish,Food	1	1	0	0
/m/03m283	/m/03m283	Pakora	745.5849625010001	Dish,Food	1	1	0	0
/m/01yw8f	/m/01yw8f	Larb	745.169925001	Dish,Food	1	1	0	0
/m/073vd8	/m/073vd8	Panforte	743.5849625010001	Dish,Food	1	1	0	0
/m/01jjr1	/m/01jjr1	Spotted dick	740.5849625010001	Dish,Food	1	1	0	0
/m/0b0gnw	/m/0b0gnw	Escabeche	737.169925001	Dish,Food	1	1	0	0
/m/04qzc7	/m/04qzc7	Peach Melba	735.5849625010001	Dish,Food	1	1	0	0
/m/03jz2q	/m/03jz2q	Vada pav	732.5849625010001	Dish,Food	1	1	0	0
/m/06sr5g	/m/06sr5g	Yakiniku	730.5849625010001	Dish,Food	1	1	0	0
/m/02clnh	/m/02clnh	Shortbread	722.5849625010001	Dish,Food	1	1	0	0
/m/062qd6	/m/062qd6	Cochinita pibil	722.5849625010001	Dish,Food	1	1	0	0
/m/0cn1w	/m/0cn1w	Mince pie	721.906890596	Dish,Food	1	1	0	0
/m/022y5h	/m/022y5h	Rojak	720.0	Dish	0	1	0	0
/m/0dl21s	/m/0dl21s	Drunken noodles	718.5849625010001	Dish,Food	1	1	0	0
/m/02vlx8_	/m/02vlx8_	Painkiller	716.5849625010001	Beverage,Dish	0	1	1	0
/m/05svn5	/m/05svn5	Pastitsio	707.5849625010001	Dish,Food	1	1	0	0
/m/04pv7w	/m/04pv7w	Réveillon	707.0	Dish	0	1	0	0
/m/08chc_	/m/08chc_	Taquito	703.5849625010001	Dish,Food	1	1	0	0
/m/0271vf7	/m/0271vf7	Americano	701.169925001	Beverage,Dish	0	1	1	0
/m/0c4936	/m/0c4936	'Nduja	700.5849625010001	Dish,Food	1	1	0	0
/m/07d7hg	/m/07d7hg	Vichyssoise	699.5849625010001	Dish,Food	1	1	0	0
/m/0cs9s5	/m/0cs9s5	Avial	699.5849625010001	Dish,Food	1	1	0	0
/m/03qgm_2	/m/03qgm_2	Squab	698.169925001	Dish,Food	1	1	0	0
/m/02b78d	/m/02b78d	Caciocavallo	696.0	Dish,Food	1	1	0	0
/m/02x33x8	/m/02x33x8	Dal makhani	695.5849625010001	Dish,Food	1	1	0	0
/m/02rk4tz	/m/02rk4tz	Pink lady	691.5849625010001	Beverage,Dish	0	1	1	0
/m/0f41s6	/m/0f41s6	Mie goreng	691.169925001	Dish	0	1	0	0
/m/0h50lv	/m/0h50lv	Jack Rose (Beverage)	686.584962501	Beverage,Dish	0	1	1	0
/m/027rgy	/m/027rgy	Cockle	684.0	Dish,Food	1	1	0	0
/m/03ymgb	/m/03ymgb	Remoulade	683.584962501	Dish,Food	1	1	0	0
/m/0cy07_	/m/0cy07_	Sesame chicken	682.584962501	Dish,Food	1	1	0	0
/m/020904	/m/020904	Surimi	679.584962501	Dish,Food	1	1	0	0
/m/09yjm8	/m/09yjm8	Sicilian pizza	674.584962501	Dish,Food	1	1	0	0
/m/074cvd	/m/074cvd	Hyderabadi biriyani	669.584962501	Dish,Food	1	1	0	0
/m/05n1jsc	/m/05n1jsc	Gibson (Beverage)	662.584962501	Beverage,Dish	0	1	1	0
/m/0cjjb7	/m/0cjjb7	Bhajji	650.584962501	Dish,Food	1	1	0	0
/m/03b_vg	/m/03b_vg	Ayran	649.584962501	Beverage,Dish,Food	1	1	1	0
/m/087234	/m/087234	Murukku	648.584962501	Dish,Food	1	1	0	0
/m/01z2r3	/m/01z2r3	Pandoro	644.584962501	Dish,Food	1	1	0	0
/m/0422m1	/m/0422m1	Bread and butter pudding	644.584962501	Dish,Food	1	1	0	0
/m/0705rn	/m/0705rn	Arancini	640.584962501	Dish,Food	1	1	0	0
